"Product Name"," Product Code"," IMEI or Serial Numbers"," Expected"," Counted"
"Ceporal 250 mg",6706,,0,
"Ceporal 500 mg",6707,,0,
"Ceporal 125 mg/5 ml",6708,,0,
"Cepime 1 gm/vial",18706,,0,
"Cepime 500 mg/vial",18707,,0,
"Cephran DS 250 mg/5 ml",6848,,0,
"Cephran 1 gm/vial",6851,,0,
"Cephran 500 mg/vial",6850,,0,
"Cephran 125 mg/1.25 ml",6849,,0,
"Cephran 125 mg/5 ml",6847,,0,
"Cephran 500 mg",6846,,49,
"Cephradex DS 125 mg/5 ml",6845,,0,
"Cephradex 500 mg",6844,,0,
"Acitrin-L 2.5 mg/5 ml",12154,,0,
"Cesil 5 mg/5 ml",11932,,0,
"Cesalin 1 mg/ml",15098,,0,
"Cerzin 10 mg",19145,,0,
"Cervarix 0.5 ml/dose",15232,,0,
"Certus 250 mg",27279,,35,
Certiva,29860,,0,
"Certican 0.50 mg",15154,,0,
"Certican 0.25 mg",15153,,0,
"Certican 0.75 mg",15155,,0,
"Ceroxime 125 mg/5 ml",7221,,0,
"Ceroxime 500 mg",7220,,0,
"Ceroxime 250 mg",7219,,32,
"Ceroxime 750 mg/vial",27133,,0,
"Cerox-A 750 mg/vial",7217,,0,
"Cerox-A 125 mg/5 ml",7215,,0,
"Cerox-A 250 mg/vial",32242,,0,
"Cerox-A 125 mg",32241,,0,
"Cerox-A 500 mg",7214,,9,
"Cerox-A 250 mg",7213,,32,
"Cerox-A 1.5 gm/vial",7218,,0,
"Cerox CV (125 mg+31.25 mg)/5 ml",7404,,1,
"Cerox CV 125 mg+31.25 mg",7405,,0,
"Cerox CV 250 mg+62.5 mg",7406,,39,
"Cerox CV 500 mg+125 mg",7407,,46,
"Cerodex 0.3%+0.1%",15832,,0,
"Cero-HC 0.3%+1%",16244,,0,
"Cero 500 mg",9157,,0,
"Cero 0.003",9108,,0,
"Cero 0.003",9108,,0,
"Cerivin 5 mg",31926,,0,
"Acitrin-L 5 mg",12153,,0,
"Cetra 10 mg",11937,,0,
"Cetox Plus 250 mg+200 mg",14020,,0,
"Cetox Plus 6 mg+200 mg+50 mg",30648,,0,
"Cetol 500 mg",23394,,0,
"Cetol 120 mg/5 ml",23393,,0,
"Ceto 6 mg+200 mg+50 mg",30647,,0,
"Cetmax 10 mg",32316,,0,
"Cetjet 10 mg",11936,,0,
"Cetizin 10 mg",11935,,0,
"Cetisoft 10 mg",30870,,10,
"Cetirizine 5 mg/5 ml",11934,,0,
"Cetirizine 10 mg",11933,,0,
"Cetaxone 500 mg/vial",27227,,0,
"Cetaxone 2 gm/vial",27229,,0,
"Cetaxone 1 gm/vial",27228,,0,
"Cetaxim 250 mg/5 ml",30764,,0,
"Cetaxim 1 gm/10 ml",30763,,0,
"Cetaxim 500 mg/10 ml",30765,,0,
"Cetam Plus 500 mg+65 mg",10574,,0,
"Cetam 500 mg",10415,,0,
"Cetam 120 mg/5 ml",10416,,0,
"Cetal Plus 500 mg+65 mg",10573,,0,
"Cetal 120 mg/5 ml",10414,,0,
"Cetadol Plus 500 mg+65 mg",10572,,0,
"Cetadol 500 mg",23454,,0,
"Cetadol 120 mg/5 ml",10412,,0,
"Cetacaf 500 mg+65 mg",23573,,0,
"Cesonide 80 mcg/actuation",30405,,0,
"Cesonide 160 mcg/actuation",30404,,0,
"Acitrin 2.5 mg/ml",11910,,0,
"Charm 50 mg",33116,,0,
"Champion 30%+10%+4%",10870,,0,
"Cfresh Liquigel 0.01",18582,,1,
"CFL 125 mg/1.25 ml",7114,,0,
"CFL 125 mg/5 ml",7113,,0,
"Cezin 10 mg",11944,,0,
"Cezin 5 mg/5 ml",11945,,0,
"Cexitil 500 mg",7223,,0,
"Cexitil 250 mg",7222,,0,
"Cexime 100 mg/5 ml",7538,,0,
"Cexime 400 mg",7537,,0,
"Cexime 200 mg",7536,,0,
"Cevozin 5 mg",12157,,0,
"Cevion 1000 mg",13917,,0,
"Cevalin 250 mg",13916,,0,
"Cetzin 5 mg/5 ml",11943,,0,
"Cetzin 10 mg",11942,,0,
"Cetuxim 5 mg/ml",17247,,0,
"Cetrotide 250 mcg/vial",5980,,0,
"Cetrol 10 mg",32499,,0,
"Cetriz 5 mg/5 ml",19132,,0,
"Cetriz 10 mg",11941,,0,
"Cetrin 10 mg",11940,,0,
"Cetrin 10 mg",11940,,0,
"Cetrimax 10 mg",11939,,0,
"Cetril 5 mg/5 ml",19137,,0,
"Cetril 10 mg",11938,,0,
"Cetrigen 10 mg",28388,,0,
"Cetriben 10 mg",12015,,0,
"Cetriben 5 mg/5 ml",19134,,0,
"Acitrin 5 mg/5 ml",11909,,0,
"Cholera Fluid",14885,,0,
"Cholenak 0.5%+0.1%+0.393%",26181,,0,
"Cholcut 20 mg",31059,,0,
"Cholcut 10 mg",24368,,35,
"Cholcut 5 mg",24369,,40,
"Chlorpheniramine 4 mg",11855,,0,
"Chlorphen 0.005",19195,,0,
"Chlorphen 250 mg",30806,,0,
"Chlorphen 5%+1%",8888,,0,
"Chlorphen 0.01",8889,,0,
"Chlorovis 0.005",19185,,0,
"Chlorosol 0.5%+70%",28855,,0,
"Chlorool 125 mg/5 ml",8877,,0,
"Chlorool 250 mg",8876,,0,
"Chlorodex 0.1%+0.5%",15796,,0,
"Chlormet 0.1%+0.5%",15816,,0,
"Chloramphenicol 250 mg",8875,,0,
"Chiro Cyst 500 mg",29987,,14,
"Chir DS 400 mg",302,,0,
"Chewce 250 mg",13919,,0,
"Chemomycine 250 mg",8331,,0,
"Chemocain-A 2%+0.0005%",404,,0,
"Chemocain-A 2%+0.0005%",404,,0,
"Chemocain 0.02",21687,,0,
"Chelova 250 mg",30846,,42,
"Chelova 500 mg",30847,,90,
"Chear 25 mg",4524,,230,
"Chear 50 mg",4525,,150,
"Charnil (500 mg+100 mg)/5 ml",24565,,0,
"Cilanem (500 mg+500 mg)/vial",30934,,0,
"Cikolin 500 mg/4 ml",19369,,0,
"Cikolin 500 mg",19368,,0,
"Ciflox 0.003",9111,,0,
"Ciflox 0.003",9111,,0,
"Ciflox 500 mg",9160,,0,
"Ciflodex 0.3%+0.1%",15822,,0,
"Ciflocin 500 mg",9159,,0,
"Cifibet 100 mg",31040,,10,
"Cidogrel 75 mg",28151,,80,
"Cicloson 50 mcg/spray",19328,,0,
"Cicloderm 0.01",29619,,0,
"Ciclex 50 mcg/spray",19329,,0,
"Cibact 500 mg",9158,,0,
"Cibact 750 mg",27225,,0,
"Cibact 250 mg/5 ml",27226,,0,
"Ciaton 5 mg",6068,,0,
"Ciaton 10 mg",6069,,0,
"Ciaton 20 mg",6070,,0,
"Cialix 20 mg",24775,,0,
"Cialix 5 mg",24774,,0,
"Cialix 10 mg",6067,,0,
"Ciafil 20 mg",28476,,0,
"Ciafil 10 mg",28475,,0,
"Chuben DS 400 mg",303,,0,
"Chrocee 200 mg",24222,,0,
"Choriofactor 5000 IU/vial",26162,,0,
"Cholvax 1.5 ml/vial",30222,,0,
"Cholera Saline",14890,,0,
"Cholera Saline",14890,,0,
"Acitrin 10 mg",11908,,0,
"Cinamak 250 mg/2 ml",575,,0,
"Cinalid 200 mg/5 ml",8633,,0,
"Cinalid 500 mg",8632,,0,
"Cinagen-D 0.5%+0.1%",26905,,1,
"Cinagen XG 0.5%+0.4%",22685,,0,
"Cinagen 0.5% Eye Drop",9624,,0,
"Cilvas 10 mg",29362,,90,
"Cilvas 5 mg",29335,,90,
"Cilosta 100 mg",3159,,120,
"Cilocin XR 500 mg",9162,,0,
"Cilocin 0.003",28521,,0,
"Cilocin 500 mg",9161,,0,
"Cilocin 250 mg/5 ml",9163,,0,
"Cilocab 5 mg",26343,,50,
"Cilocab 10 mg",26342,,30,
"Cilnivas 5 mg",26458,,80,
"Cilnivas 10 mg",26459,,50,
"Cilnipin 5 mg",25970,,30,
"Cilnipin 10 mg",25971,,30,
"Cilnior 10 mg",32465,,0,
"Cilnior 5 mg",32464,,0,
"Cilnical 10 mg",25983,,0,
"Cilmedip 10 mg",33028,,0,
"Cilmedip 5 mg",33027,,0,
"Cilma 5 mg",29769,,0,
"Cilma 10 mg",29768,,50,
"Cildocal 5 mg",27761,,0,
"Cildocal 10 mg",27762,,0,
"Cildip 5 mg",25978,,77,
"Cildip 10 mg",25977,,84,
"Jernide 300 mg+100 mg+0.15 ml",29673,,15,
"Cip 500 mg",27103,,0,
"Cip 0.003",30827,,0,
"Cip 0.003",30827,,0,
"Cip 750 mg",27134,,0,
"Cinon 0.001",28026,,0,
"Cinomyst 15 mg",4601,,0,
"Cinoderm 0.0003",12624,,0,
"Cinnarizine 15 mg",4600,,0,
"Cinet 500 mg",14359,,0,
"Cinemet CR 200 mg+50 mg",5106,,0,
"Cinemet CR 100 mg+25 mg",30708,,0,
"Cinekar 5 mg",27976,,0,
"Cinekar 10 mg",27977,,0,
"Cinazin Plus 20 mg+40 mg",4620,,0,
"Cinazin 15 mg",4599,,0,
"Cinarzin Plus 20 mg+40 mg",4619,,280,
"Cinarzin 15 mg",4598,,100,
"Cinaryl Plus 20 mg+40 mg",4623,,100,
"Cinaryl 15 mg",4597,,100,
"Cinaron Plus 20 mg+40 mg",4618,,115,
"Cinaron 15 mg",4596,,140,
"Cinarin 15 mg",4595,,0,
"Cinarex D 0.1%+0.3%",15844,,0,
"Cinarex 0.003",15720,,0,
"Cinamycin Plus 1.2%+0.025%",12786,,0,
"Cinamycin 300 mg",8811,,0,
"Cinamycin 150 mg",8810,,0,
"Cinamycin 300 mg/2 ml",19400,,0,
"Cinamycin 600 mg/4 ml",27590,,0,
"Aciphin 2 gm/vial",7916,,0,
"Aciphin 1 gm/vial",7912,,6,
"Cipro-A 750 mg",9182,,0,
"Cipro-A 200 mg/100 ml",9184,,0,
"Cipro-A 500 mg",9181,,50,
"Cipro-A 250 mg/5 ml",9183,,2,
"Cipro-A 250 mg",9180,,0,
"Cipro 250 mg/5 ml",9179,,0,
"Cipro 500 mg",9178,,0,
"Ciprin 0.003",9114,,0,
"Ciprin 500 mg",9177,,0,
"Ciprin 0.003",9114,,0,
"Cipran 80 mg",31019,,0,
"Cipran 40 mg",31020,,0,
"Cipoxia 500 mg",9175,,0,
"Cipoxia 250 mg/5 ml",9176,,0,
"Ciplon DS 400 mg/100 ml",9174,,0,
"Ciplon 200 mg/100 ml",9173,,0,
"Ciplon 750 mg",9172,,0,
"Ciplon 500 mg",9171,,0,
"Cipex 250 mg/5 ml",29246,,0,
"Cipex 500 mg",29245,,0,
"Cipex 250 mg",29244,,0,
"Cipex 750 mg",32331,,0,
"Cipcin-DX 0.3%+0.1%",19351,,0,
"Cipcin 250 mg/5 ml",9169,,0,
"Cipcin 0.003",19345,,0,
"Cipcin 750 mg",9168,,0,
"Cipcin 500 mg",9167,,26,
"Cipcin 250 mg",9166,,0,
"Cipcin 200 mg/100 ml",28889,,0,
"Cip-D 0.3%+0.1%",15823,,0,
"Ciprom 250 mg",9203,,0,
"Ciprom 500 mg",9204,,0,
"Ciprolyn 250 mg/5 ml",9202,,0,
"Ciprolyn 500 mg",9201,,0,
"Ciprol DS 250 mg/5 ml",9197,,0,
"Ciprol 500 mg",9196,,0,
"Ciproguard 500 mg",28202,,0,
"Ciprogen 500 mg",28390,,0,
"Ciprocort 0.3%+1%",16245,,0,
"Ciprocin 250 mg/5 ml",9195,,1,
"Ciprocin 750 mg",9193,,20,
"Ciprocin 500 mg",9192,,36,
"Ciprocin 250 mg",9191,,56,
"Ciprocin 0.03",9118,,6,
"Ciprocin 200 mg/100 ml",26178,,0,
"Ciprocap 500 mg",9190,,0,
"Ciprocap 250 mg",9189,,0,
"Ciprobey 250 mg/5 ml",27006,,0,
"Ciprobey 500 mg",27005,,0,
"Ciprobac DS 250 mg/5 ml",9187,,0,
"Ciprobac 500 500 mg",9186,,0,
"Ciproaid 500 mg",9185,,0,
"Cipro-S 500 mg",9216,,0,
"Cipro-S 250 mg/5 ml",9217,,0,
"Cipro-M 750 mg",9207,,0,
"Cipro-D 0.3%+0.1%",15824,,3,
"Cipro-C 250 mg/5 ml",27564,,0,
"Cipro-C 500 mg",9188,,0,
"Cipro-A 0.3%",9116,,6,
"Aciphin 500 mg/vial",7911,,0,
"Ciproxy D 0.3%+0.1%",27712,,0,
"Ciproxy 0.003",9120,,0,
"Ciproxy 200 mg/100 ml",9229,,0,
"Ciproxy 0.003",9120,,0,
"Ciproxim 500 mg",27908,,0,
"Ciproxen 250 mg",9226,,0,
"Ciproxen 500 mg",9227,,0,
"Ciprox XR 1000 mg",9223,,0,
"Ciprox DS 250 mg/5 ml",9224,,1,
"Ciprox 250 mg",9220,,0,
"Ciprox 500 mg",9221,,66,
"Ciprox 200 mg/100 ml",9225,,18,
"Ciprox 0.3% 5ml",9119,,3,
"Ciprox 0.3% 5ml",9119,,0,
"Ciprox 750 mg",9222,,36,
"Ciproton 500 mg",27252,,0,
"Ciprotim 500 mg",32500,,0,
"Ciprotec 500 mg",9218,,0,
"Ciprotec 250 mg/5 ml",9219,,0,
"Cipronor 500 mg",9214,,0,
"Cipronor 250 mg/5 ml",9215,,0,
"Cipronil 500 mg",9212,,0,
"Cipronil 250 mg/5 ml",9213,,0,
"Cipronil 750 mg",27398,,0,
"Cipronaaf 500 mg",28785,,0,
"Cipron 500 mg",9210,,0,
"Cipron 250 mg/5 ml",9211,,0,
"Cipromet 250 mg",9208,,0,
"Cipromet 500 mg",9209,,0,
"Ciprom DS 250 mg/5 ml",9205,,0,
"Aciphin 250 mg/vial",7910,,0,
"Citapram 20 mg",4464,,0,
"Citapram 10 mg",4463,,0,
"Citalon 10 mg",4466,,90,
"Citalon 5 mg",19365,,60,
"Citalex 10 mg",4465,,100,
"Citalex 5 mg",19364,,50,
"Citalam 5 mg",4484,,100,
"Citalam 10 mg",4485,,100,
"Cisplatin PhaRes 1 mg/ml",17306,,0,
"Cisplatin Hexal 1 mg/ml",15100,,0,
"Cisplatin 1 mg/ml",17327,,0,
"Cisplat 1 mg/ml",17286,,0,
"Cispenam (250 mg+250 mg)/vial",8211,,0,
"Cispenam (500 mg+500 mg)/vial",8206,,0,
"Ciscort 50 mcg/spray",31215,,0,
"Cirizin 5 mg/5 ml",11949,,0,
"Cirizin 10 mg",11948,,0,
"Cipzin 5 mg/5 ml",11947,,0,
"Cipzin 10 mg",11946,,0,
"Ciprozid-XR 1000 mg",9236,,0,
"Ciprozid-DX 0.3%+0.1%",15825,,0,
"Ciprozid-DS 500 mg",9234,,46,
"Ciprozid 750 mg",9235,,0,
"Ciprozid 250 mg",9233,,0,
"Ciprozid 250 mg/5 ml",9237,,0,
"Ciprozid 0.003",9122,,0,
"Ciprozid 200 mg/100 ml",9238,,0,
"Ciprozen DS 500 mg",9231,,0,
"Ciprozen 250 mg/5 ml",9232,,0,
"Ciprozen 250 mg",9230,,0,
"Aciphin 1 gm/vial",7912,,34,
"Clacido (1 gm+200 mg)/20 ml",29141,,60,
"Clacido (125 mg+31.25 mg)/5 ml",29146,,2,
"Clacido 500mg+125mg",29144,,0,
"Clacido 875 mg+125 mg",29142,,0,
"Clacido (500 mg+100 mg)/10 ml",29140,,0,
"Clacef 250 mg+62.5 mg",7409,,28,
"Clacef 500 mg+125 mg",7410,,12,
"Clacef 125 mg+31.25 mg",7408,,0,
"CK (1500 mg+250 mg)/5 ml",23727,,0,
"Cizin 5 mg/5 ml",11954,,0,
"Cizin 10 mg",11953,,0,
"Civox 0.003",9123,,0,
"Civox 200 mg/100 ml",9244,,0,
"Civox 200 mg/5 ml",9243,,0,
"Civox 500 mg",9242,,52,
"Civodex 0.3%+0.1%",15826,,0,
Civic-ZF,13409,,0,
"Citrux-C 250 mg",31098,,0,
"Citrosol (1500 mg+250 mg)/5 ml",26492,,0,
"Citritol 0.25 mcg+252 mg",16344,,0,
"Citra-K (1500 mg+250 mg)/5 ml",15565,,7,
"Citofer 210 mg",30489,,39,
"Citizen 10 mg",11952,,0,
"Citivas 500 mg",27499,,20,
"Citin 5 mg/5 ml",11951,,3,
"Citin 10 mg",11950,,90,
"Citicol 500 mg",19367,,30,
"Citicol 500 mg/4 ml",5179,,0,
"Citazar 250 mg",4929,,0,
"Citazar 500 mg",4930,,0,
"Clascon 1% w/w 10mg",30448,,2,
"Clas 75 mg",3272,,60,
"Clarocin 500 mg",8759,,0,
"Clarizol 0.01",27589,,0,
"Clarizol 0.01",27589,,1,
"Clarith 125 mg/5 ml",19378,,0,
"Clarith 500 mg",19377,,0,
"Clarison 500 mg",8758,,0,
"Clarin 250 mg",8756,,0,
"Clarin 500 mg",8757,,27,
"Clarimycin 500 mg",19371,,0,
"Clarigen 5 mg",12158,,0,
"Claricin 250 mg",8754,,16,
"Claricin 125 mg/5 ml",19370,,3,
"Claricin 500 mg",8755,,18,
"Clarex 5 mg",12231,,0,
"Clamycin 500 mg",31968,,0,
"Clamox DS (400 mg+57.50 mg)/5 ml",897,,0,
"Clamox (500 mg+100 mg)/10 ml",891,,0,
"Clamox (1 gm+200 mg)/20 ml",892,,44,
"Clamox 100ml",893,,3,
"Clamox (1 gm ) 875 mg+125 mg",894,,32,
"Clamox 250 mg+125 mg",895,,0,
"Clamox 500 mg+125 mg",896,,0,
"Claim ER 200 mg",32342,,0,
"Claim 100 mg",29247,,0,
"Cladin 10 mg",12191,,0,
"Clacin 500 mg",8753,,0,
"Clacido BID (400 mg+57.50 mg)/5 ml",29145,,0,
"Aciphin 500 mg/vial",7911,,0,
"Aciphin 250 mg/vial",7910,,0,
"Cleanstar Clove 3 gm/100 ml",30267,,0,
"Cleansol HP 75%+0.125%+1.45%",29361,,0,
"Cleansol 0.5%+70%",29384,,0,
"Cleanser 10% w/v",12848,,0,
"CleanMax 75%+0.125%+1.45%",29529,,0,
"Cleanex 66%+3.5%",29273,,0,
"Clean gel 66%+3.5%",26344,,0,
"Claz 80 mg",20661,,0,
"Claxo 6000 Anti-Xa IU/0.6 ml",3192,,0,
"Claxo 4000 Anti-Xa IU/0.4 ml",30909,,0,
"Clavuxim 250 mg+62.5 mg",30772,,0,
"Clavuxim 500 mg+125 mg",30773,,0,
"Clavuxet 250 mg+62.5 mg",19004,,0,
"Clavutil 500 mg+125 mg",18985,,0,
"Clavutil 250 mg+62.5 mg",18984,,0,
"Clavutil (125 mg+31.25 mg)/5 ml",18983,,0,
"Clavusef (125 mg+31.25 mg)/5 ml",7391,,0,
"Clavusef 500 mg+125 mg",7390,,36,
"Clavusef 250 mg+62.5 mg",7389,,37,
"Clavusef 125 mg+31.25 mg",7388,,0,
"Clavurox 500 mg+125 mg",7411,,30,
"Clavurox 250 mg+62.5 mg",7412,,38,
"Clavurox (125 mg+31.25 mg)/5 ml 70ml",19017,,2,
"Clavuran 200 mg+125 mg",16358,,0,
"Clavuran 100 mg+62.5 mg",16357,,0,
"Clavoxil 500 mg+125 mg",30600,,0,
"Clavoxil 250 mg+125 mg",30599,,0,
"Claviator-CV 250 mg+62.5 mg",29248,,0,
"Claviator-CV 500 mg+125 mg",29249,,0,
"Claviator-CV (125 mg+31.25 mg)/5 ml",29250,,0,
"Acipam 10 mg",4483,,0,
"Clincin 300 mg",8819,,0,
"Clincin 150 mg",8818,,0,
"Clinail 3ml",29811,,2,
"Clinacyn T 1.2%+0.025%",13090,,0,
"Clinacyn 300 mg",8868,,0,
"Clinacyn 150 mg",8867,,0,
"Climycin 300 mg",8817,,36,
"Climed 150 mg",8862,,0,
"Climed 300 mg",8863,,0,
"Clexane 2000 Anti-Xa IU/0.2 ml",3197,,0,
"Clexane 8000 Anti-Xa IU/0.8 ml",3200,,0,
"Clexane 6000 Anti-Xa IU/0.6 ml",3199,,0,
"Clexane 4000 Anti-Xa IU/0.4 ml",3198,,0,
"Cleven 2000 Anti-Xa IU/0.2 ml",3193,,0,
"Cleven 4000 Anti-Xa IU/0.4 ml",3194,,2,
"Cleven 6000 Anti-Xa IU/0.6 ml",3195,,1,
"Cleven 8000 Anti-Xa IU/0.8 ml",3196,,0,
"Clepam 2 mg",19480,,0,
"Clepam 0.5 mg",27230,,0,
"Clepam 1 mg",30833,,0,
"Cleomycin 300 mg",8861,,0,
"Cleodin 300 mg",8813,,0,
"Cleocin 0.02",13078,,0,
"Cleocin 150 mg",8859,,54,
"Cleocin 300 mg",8860,,98,
"Cleo 35",28992,,2,
"Clenol 0.1%+0.5%",12819,,0,
"Cleanstar Plus",29436,,0,
"Cleanstar Gold",29437,,0,
"Cleanstar Cool Mint",29438,,0,
"Acipam 5 mg",4482,,0,
"Clinex 150 mg",8835,,6,
"Clinex 300 mg",8836,,0,
"Clinex 0.01",12767,,0,
"Clindax-B 1%+5%",13082,,1,
"Clindax Plus 1.2%+0.025%",12788,,3,
"Clindax 150 mg",8830,,80,
"Clindax 600 mg/4 ml",8834,,0,
"Clindax 75 mg/5 ml",8832,,0,
"Clindax 300 mg/2 ml",8833,,0,
"Clindax 0.01",12766,,1,
"Clindax 0.02",13081,,0,
"Clindax 300 mg",8831,,64,
"Clindaver 300 mg",8870,,0,
"Clindamet 300 mg",8829,,0,
"Clindamet 150 mg",8828,,0,
"Clindacin Plus 1.2%+0.025%",12787,,3,
"Clindacin 0.01",12765,,3,
"Clindacin 0.02",13080,,0,
"Clindacin 75 mg/5 ml",8869,,0,
"Clindacin 300 mg/2 ml",8827,,0,
"Clindacin 300 mg",8825,,51,
"Clindacin 600 mg/4 ml",26197,,4,
"Clindacin 150 mg",8824,,70,
"Clindacap 150 mg",19394,,60,
"Clindacap 300 mg",19393,,40,
"Clindaben 150 mg",19395,,0,
"Clindaben 300 mg",19396,,0,
"Clindabac 300 mg",8821,,40,
"Clindabac 150 mg",8820,,60,
"Clinda-TIMS 300 mg",32501,,0,
"Acin 75 mg/5 ml",1678,,0,
"Clobex 125 mg/5 ml",6179,,0,
"Clobex 500 mg",6178,,0,
"Clobesol SA 10gm",19454,,2,
"Clobesol 0.0005",12563,,6,
"Clobesol 0.0005",12563,,5,
"Clobeon (0.5 mg+5 mg+1 Lac IU)/gm",12614,,0,
"Clobenate 0.0005",12561,,0,
"Clobenate 0.0005",12561,,0,
"Clobederm 0.0005",19433,,0,
"Clobederm 0.0005",19433,,0,
"Clobecort 0.0005",30953,,0,
"Clobecort 0.0005",30953,,0,
"Clobac 125 mg/5 ml",7115,,0,
"Clobac 125 mg/1.25 ml",7116,,0,
"Clob 10 mg",4272,,240,
"Clizin 50 mg",4610,,0,
"Clix 125 mg/5 ml",32441,,0,
"Clix 500 mg",29177,,0,
"Clit 250 mg",10259,,0,
"Clit 80 mg/5 ml",19219,,0,
"Clioquin 0.025%+3%",30225,,0,
"Cliomet 1%+0.02%",16242,,0,
"Clintrix 1.2%+0.025%",27909,,0,
"Clinosol Vit 0.05",27038,,0,
"Clinosol IV 0.05",14773,,0,
"Clinosol Gold 7%+10%",14774,,0,
"Clinorel 200 mg",11616,,0,
"Clinorel 100 mg",11615,,0,
"Clinface 1.2%+0.025%",12790,,2,
"Clinex lotion 25ml",12789,,3,
"Acin 150 mg",1676,,0,
"Clon 2 mg",19482,,50,
"Clon 0.5 mg",4824,,0,
"Cloma 2 mg",4823,,0,
"Cloma 1 mg",31976,,0,
"Cloles 10 mg",1177,,0,
"Clogrel Plus 75 mg+75 mg",19514,,0,
"Clogrel 75 mg",3225,,0,
"Clognil Plus 75 mg+75 mg",3273,,60,
"Clognil 75 mg",3224,,-10,
"Clogfree Plus 75 mg+75 mg",30607,,0,
"Clogfree 75 mg",27135,,0,
"Clofenac SR 100 mg",32905617,,178,
"Clofenac Plus (75 mg+20 mg)/2 ml",10957,,27,
"Clofenac DT 50 mg",11142,,41,
"Clofenac 50 mg",10954,,106,
"Clofenac 25 mg",10959,,12,
"Clofenac 12.5 mg",10958,,9,
"Clofenac 1% w/w",11109,,3,
"Clofenac 50 mg",10954,,116,
"Clofen TR 100 mg",10952,,0,
"Clof 100 mg",40,,0,
"Cloderm 0.01",12385,,0,
"Clodal 0.01",12384,,0,
"Clocef 500 mg",7117,,0,
"Clocef 125 mg/5 ml",7118,,0,
"Clocard 75 mg",19534,,30,
"Clobid 10 mg",4274,,0,
"Acilog Mix 30/70 100IU Vial",16830,,1,
Clopid-AS,18965544,,145,
"Clopid 75 mg",3227,,126,
"Clopam 2 mg",4834,,0,
"Clopam 0.5 mg",4833,,0,
"Clonzy 1 mg",32971,,0,
"Clonzy 0.5 mg",4879,,60,
"Clonzy 2 mg",4880,,0,
"Clontas 75 mg+75 mg",3274,,48,
"Clont 75 mg",3226,,42,
"Clonium 2 mg",4832,,0,
"Clonium 1 mg",4831,,0,
"Clonium 0.5 mg",4830,,120,
"Clonipres 0.1 mg",2458,,170,
"Clonil 2 mg",4878,,0,
"Clonil 0.5 mg",4877,,0,
"Clonepam 2 mg",31350,,0,
"Clonepam 0.5 mg",31349,,0,
"Clonatril 2 mg",4829,,70,
"Clonatril 1 mg",4828,,60,
"Clonatril 0.5 mg",4827,,115,
"Clonate-NN (0.5 mg+5 mg+1 Lac IU)/gm",13023,,0,
"Clonate 0.0005",13018,,0,
"Clonapin 2 mg",4826,,0,
"Clonapin 0.5 mg",4825,,20,
"Clonapin 1 mg",26461,,0,
"Clonapex 0.5 mg",4875,,274,
"Clonapex 1 mg",4876,,90,
"Clonac TR 100 mg",27781,,0,
"Clonaben 0.5 mg",4874,,0,
"Clonaben 2 mg",19472,,0,
"Acilog Mix 30/70 100IU Vial",16830,,4,
"Cloron 2 mg",4836,,90,
"Cloron 1 mg",19479,,70,
"Cloron 2.5 mg/ml",26749,,0,
"Cloron 0.5 mg",4835,,53,
"Cloron 2 mg",4836,,90,
"Clorocef 125 mg/1.25 ml",7122,,0,
"Clorocef 250 mg",7119,,0,
"Clorocef 125 mg/5 ml",7121,,0,
"Clorocef 500 mg",7120,,0,
"Clori HC 1%+1%",12673,,0,
"Clorel-A 75 mg+75 mg",3279,,80,
"Clorel 75 mg",3232,,80,
"Cloramin 2 mg/5 ml",11806,,0,
"Cloram-D 0.1%+0.5%",15798,,4,
"Cloram 10ml",8890,,1,
"Cloradex 0.1%+0.5%",30809,,0,
"Cloplet 75 mg",28993,,0,
"Clopixol Depot 200 mg/ml",4380,,0,
"Clopixol Acuphase 50 mg/ml",4377,,0,
"Clopixol 10 mg",4379,,0,
"Clopirox 0.01",27500,,1,
"Clopirox 0.01",27500,,0,
"Clopirel 75 mg",3231,,0,
"Clopilet A 75 mg+75 mg",3278,,40,
"Clopilet 75 mg",3230,,90,
"Clopigel Plus 75 mg+75 mg",28517,,0,
"Clopigel 75 mg",28516,,0,
"Clopidol Plus 75 mg+75 mg",3276,,0,
"Clopidol 75 mg",27847,,0,
"Acilog 100 IU/ml",16776,,1,
"Cloxacin 500 mg",19601,,0,
"Cloxacin 125 mg/5 ml",19600,,0,
"Clox-F DS 250 mg/5 ml",6231,,0,
"Clox-F 250 mg",6228,,0,
"Clox-F 125 mg/5 ml",6230,,0,
"Clox-F 500 mg",6229,,0,
"Clovir 200 mg",147,,0,
"Clovir 400 mg",148,,0,
"Clovir eye oint",17434,,1,
"Clovir 5gm",235,,1,
"Clovcare 3 gm/100 ml",29440,,0,
"Clovate N (0.5 mg+5 mg+1 Lac IU)/gm",13024,,3,
"Clovate N (0.5 mg+5 mg+1 Lac IU)/gm",13024,,2,
"Clovate 0.0005",12600,,4,
"Clovate 0.0005",12600,,8,
"Clovate 0.0005",12600,,8,
"Clotzol 0.01",12411,,0,
"Clotrizole 0.01",12388,,0,
"Clotrimazole 0.01",19552,,0,
"Clotrim 200 mg",12403,,0,
"Clotrim 0.01",12387,,4,
"Clotison 1%+1%",12674,,0,
"Clotinil 75 mg",19543,,0,
"Clotinex 8000 Anti-Xa IU/0.8 ml",32448,,0,
"Clotinex 4000 Anti-Xa IU/0.4 ml",3201,,6,
